"customer_id","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies"
"1768-ZAIFU",False,"No phone service","DSL","No","No","No","No","No","No"
"4671-LXRDQ",True,"No","DSL","No","No","No","No","No","No"
"1934-SJVJK",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3838-OZURD",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"9269-CQOOL",True,"No","DSL","No","No","No","No","Yes","No"
"2845-HSJCY",True,"Yes","Fiber optic","No","No","Yes","No","No","Yes"
"1184-PJVDB",True,"No","Fiber optic","No","No","No","No","Yes","No"
"9415-DPEWS",True,"Yes","Fiber optic","No","No","No","Yes","Yes","No"
"7943-RQCHR",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"3793-MMFUH",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"3249-ZPQRG",True,"Yes","Fiber optic","No","Yes","No","No","No","No"
"2568-BRGYX",True,"No","Fiber optic","No","No","No","No","No","No"
"7721-JXEAW",False,"No phone service","DSL","No","Yes","No","No","No","Yes"
"7249-WBIYX",True,"Yes","Fiber optic","No","No","No","No","Yes","No"
"6567-HOOPW",True,"No","Fiber optic","No","No","No","No","Yes","No"
"3164-AALRN",True,"No","DSL","No","No","Yes","No","Yes","Yes"
"3334-CTHOL",True,"Yes","DSL","No","No","No","No","No","No"
"4704-ERYFC",True,"No","Fiber optic","No","No","No","No","No","No"
"8621-MNIHH",True,"Yes","Fiber optic","No","Yes","Yes","No","No","Yes"
"0471-LVHGK",True,"Yes","DSL","No","No","Yes","No","Yes","Yes"
"9518-RWHZL",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"5419-CONWX",True,"No","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"6240-EURKS",False,"No phone service","DSL","No","No","No","No","No","Yes"
"6960-HVYXR",True,"Yes","Fiber optic","No","No","No","No","No","No"
"7024-OHCCK",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"7861-UVUFT",True,"No","Fiber optic","No","No","Yes","No","Yes","No"
"5357-TZHPP",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"0680-DFNNY",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"7767-UXAGJ",True,"Yes","DSL","No","No","No","No","No","No"
"1571-SAVHK",True,"Yes","Fiber optic","No","No","No","Yes","Yes","Yes"
"9546-CQJSU",True,"Yes","Fiber optic","No","No","Yes","No","Yes","No"
"0506-LVNGN",True,"No","Fiber optic","No","No","Yes","No","No","No"
"2951-QOQTK",True,"Yes","Fiber optic","No","No","No","Yes","No","No"
"3473-XIIIT",True,"Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
"7893-IXHRQ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2952-QAYZF",True,"Yes","Fiber optic","No","Yes","Yes","No","No","No"
"4763-PGDPO",True,"No","Fiber optic","No","No","No","No","No","No"
"5394-SVGJV",True,"Yes","Fiber optic","No","No","No","Yes","Yes","Yes"
"9283-LZQOH",True,"Yes","Fiber optic","No","No","No","No","No","No"
"6100-QQHEB",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"7079-QRCBC",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"5469-CTCWN",True,"Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes"
"9851-QXEEQ",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"9809-IMGCQ",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"5208-HFSBT",True,"No","DSL","No","Yes","No","Yes","No","No"
"3254-YRILK",True,"Yes","Fiber optic","No","Yes","No","No","Yes","No"
"2667-WYLWJ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0529-ONKER",True,"Yes","Fiber optic","No","No","No","No","No","No"
"5240-IJOQT",True,"Yes","Fiber optic","No","No","No","No","No","No"
"1092-GANHU",True,"No","Fiber optic","No","No","Yes","No","No","No"
"0661-XEYAN",False,"No phone service","DSL","No","No","No","No","No","No"
"7881-EVUAD",False,"No phone service","DSL","Yes","Yes","No","No","No","Yes"
"5766-XQXMQ",True,"No","DSL","Yes","Yes","Yes","No","No","Yes"
"3703-VAVCL",True,"No","Fiber optic","No","No","Yes","Yes","No","Yes"
"8519-QJGJD",True,"No","Fiber optic","No","No","Yes","No","No","No"
"6326-MTTXK",True,"Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
"0330-IVZHA",True,"No","Fiber optic","No","No","No","No","No","No"
"2886-KEFUM",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"4237-RLAQD",True,"No","DSL","No","No","No","No","No","No"
"9651-GTSAQ",True,"No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"3186-BAXNB",True,"No","Fiber optic","No","Yes","No","Yes","Yes","No"
"0637-YLETY",True,"Yes","Fiber optic","No","Yes","Yes","No","No","Yes"
"1157-BQCUW",True,"Yes","Fiber optic","No","No","No","No","No","No"
"2660-EMUBI",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"7675-OZCZG",True,"No","DSL","No","No","No","No","No","No"
"2003-CKLOR",True,"No","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"9254-RBFON",True,"No","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"1205-WNWPJ",True,"No","DSL","No","No","No","Yes","Yes","No"
"9391-EOYLI",True,"No","Fiber optic","No","No","No","No","No","Yes"
"8387-MOJJT",True,"No","Fiber optic","No","No","No","No","Yes","No"
"2761-OCIAX",True,"No","Fiber optic","No","Yes","No","No","No","No"
"3068-OMWZA",True,"Yes","Fiber optic","No","No","Yes","No","Yes","No"
"6032-KRXXO",True,"No","Fiber optic","No","No","No","No","Yes","Yes"
"7459-RRWQZ",True,"Yes","DSL","Yes","No","No","No","No","Yes"
"4154-AQUGT",True,"No","Fiber optic","No","Yes","No","Yes","No","Yes"
"3092-IGHWF",True,"Yes","Fiber optic","No","Yes","Yes","No","No","No"
"8017-LXHFA",True,"No","Fiber optic","No","Yes","No","No","Yes","Yes"
"6352-TWCAU",True,"Yes","Fiber optic","No","No","No","No","Yes","No"
"2929-QNSRW",True,"Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
"1262-OPMFY",True,"No","Fiber optic","No","No","Yes","No","No","No"
"4248-QPAVC",True,"Yes","Fiber optic","Yes","No","Yes","No","No","No"
"1899-VXWXM",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"4690-LLKUA",True,"No","DSL","No","No","No","No","No","No"
"3331-HQDTW",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"9490-DFPMD",True,"Yes","Fiber optic","No","No","No","No","Yes","No"
"5442-XSDCW",True,"No","Fiber optic","No","No","No","No","Yes","No"
"3049-NDXFL",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"8580-AECUZ",True,"No","Fiber optic","No","No","No","No","Yes","No"
"7963-GQRMY",True,"No","DSL","No","No","No","No","No","No"
"1228-FZFRV",True,"Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes"
"2058-DCJBE",True,"No","Fiber optic","No","No","No","No","No","No"
"5364-XYIRR",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"4829-AUOAX",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"5047-LHVLY",True,"No","DSL","No","No","Yes","No","No","No"
"9158-VCTQB",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"6311-UEUME",True,"No","Fiber optic","No","No","No","No","Yes","No"
"2634-HCZGT",True,"Yes","DSL","Yes","No","No","Yes","No","No"
"6839-ITVZJ",True,"Yes","DSL","No","Yes","No","Yes","No","No"
"0375-HVGXO",False,"No phone service","DSL","No","No","No","No","Yes","No"
"8593-WHYHV",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"6097-EQISJ",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"4423-YLHDV",True,"Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes"
"0107-YHINA",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"8640-SDGKB",True,"No","DSL","No","No","Yes","Yes","Yes","Yes"
"4116-TZAQJ",True,"No","Fiber optic","Yes","No","No","No","No","No"
"3877-JRJIP",True,"Yes","DSL","No","No","No","No","Yes","No"
"8375-DKEBR",True,"No","Fiber optic","No","No","No","No","No","No"
"7511-YMXVQ",False,"No phone service","DSL","No","No","No","No","Yes","Yes"
"7551-JOHTI",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9804-ICWBG",True,"No","Fiber optic","No","No","No","No","No","No"
"5318-IXUZF",True,"No","Fiber optic","No","Yes","No","No","Yes","No"
"3198-VELRD",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"9436-ZBZCT",True,"Yes","Fiber optic","No","No","No","Yes","Yes","No"
"7279-BUYWN",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"7156-MHUGY",True,"No","Fiber optic","No","No","No","No","Yes","Yes"
"7198-GLXTC",True,"No","Fiber optic","No","No","No","No","Yes","No"
"0516-VRYBW",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8380-PEFPE",True,"No","Fiber optic","No","No","No","No","No","No"
"5687-DKDTV",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7530-HDYDS",True,"No","Fiber optic","No","Yes","Yes","Yes","No","No"
"3096-IZETN",True,"No","Fiber optic","No","No","No","No","No","Yes"
"5922-ABDVO",True,"Yes","Fiber optic","No","No","Yes","No","No","Yes"
"9172-ANCRX",True,"Yes","Fiber optic","Yes","No","No","No","Yes","Yes"
"6910-HADCM",True,"No","Fiber optic","No","No","Yes","No","No","No"
"5948-UJZLF",True,"No","DSL","No","Yes","No","No","No","No"
"4816-LXZYW",True,"Yes","Fiber optic","No","Yes","No","No","No","No"
"9606-PBKBQ",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"3536-IQCTX",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"4911-BANWH",True,"Yes","Fiber optic","No","No","No","No","Yes","No"
"8496-EJAUI",True,"No","Fiber optic","No","Yes","No","No","No","No"
"3132-TVFDZ",False,"No phone service","DSL","No","No","No","No","Yes","Yes"
"8080-DDEMJ",True,"No","DSL","No","No","No","No","No","No"
"6365-MTGZX",True,"No","Fiber optic","No","No","No","Yes","Yes","Yes"
"1349-WXNGG",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6990-YNRIO",True,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
"0621-TWIEM",True,"No","DSL","No","No","No","No","No","No"
"2485-ITVKB",False,"No phone service","DSL","No","No","No","No","No","Yes"
"3669-OYSJI",True,"No","DSL","No","No","No","No","No","No"
"1612-EOHDH",True,"No","DSL","No","No","No","No","No","No"
"6702-OHFWR",False,"No phone service","DSL","No","Yes","Yes","No","No","Yes"
"4510-PYUSH",True,"No","DSL","Yes","Yes","No","No","No","No"
"7517-SAWMO",True,"No","Fiber optic","Yes","No","No","No","No","No"
"4143-HHPMK",True,"No","Fiber optic","No","Yes","No","No","No","Yes"
"7054-LGEQW",True,"No","DSL","No","No","No","No","No","No"
"0923-PNFUB",True,"No","Fiber optic","No","Yes","No","No","Yes","No"
"3494-JCHRQ",True,"No","Fiber optic","No","No","No","No","No","No"
"6474-FVJLC",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"8840-DQLGN",True,"Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No"
"4547-LYTDD",True,"Yes","Fiber optic","No","No","No","No","No","No"
"6770-XUAGN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4193-ORFCL",True,"No","DSL","No","No","No","No","No","No"
"7776-QWNFX",True,"No","DSL","No","Yes","No","No","No","No"
"6689-TCZHQ",True,"No","Fiber optic","No","No","No","No","No","Yes"
"3143-ILDAL",True,"Yes","Fiber optic","No","Yes","No","Yes","No","Yes"
"4720-VSTSI",True,"Yes","Fiber optic","No","Yes","Yes","No","No","No"
"3946-MHCZW",True,"No","DSL","No","No","Yes","No","No","No"
"6651-AZVTJ",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"4566-GOLUK",True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"2484-DGXPZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4587-NUKOX",True,"No","Fiber optic","Yes","Yes","No","No","No","No"
"0420-BWTPW",False,"No phone service","DSL","No","No","No","No","No","No"
"8183-ONMXC",True,"No","Fiber optic","No","No","No","No","No","Yes"
"9614-RMGHA",True,"Yes","Fiber optic","No","Yes","No","No","Yes","No"
"5054-IEXZT",True,"No","Fiber optic","No","Yes","No","No","No","No"
"5834-ASPWA",True,"Yes","Fiber optic","No","No","No","No","No","No"
"3948-XHGNA",True,"No","DSL","Yes","No","No","No","No","No"
"0565-IYCGT",True,"Yes","DSL","Yes","Yes","Yes","Yes","No","Yes"
"5445-UTODQ",True,"No","Fiber optic","No","No","No","No","Yes","No"
"1024-VRZHF",True,"Yes","Fiber optic","No","No","No","No","No","No"
"9497-QCMMS",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"0348-SDKOL",True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"4373-MAVJG",True,"Yes","Fiber optic","No","Yes","No","No","No","Yes"
"8901-HJXTF",False,"No phone service","DSL","No","Yes","No","No","No","No"
"5419-KLXBN",True,"No","Fiber optic","No","Yes","Yes","No","Yes","No"
"3424-NMNBO",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"4514-GFCFI",True,"Yes","Fiber optic","No","No","No","No","Yes","No"
"9828-AOQLM",True,"No","DSL","No","No","No","No","No","No"
"8000-REIQB",True,"No","Fiber optic","No","No","No","No","No","No"
"7615-ESMYF",False,"No phone service","DSL","No","No","No","No","Yes","Yes"
"3858-VOBET",True,"Yes","Fiber optic","No","No","No","No","No","No"
"1447-PJGGA",True,"No","Fiber optic","No","No","Yes","No","Yes","Yes"
"8565-CLBZW",True,"Yes","Fiber optic","No","No","Yes","No","Yes","No"
"9139-WQQDY",True,"Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
"0224-HJAPT",True,"Yes","DSL","No","No","No","No","No","No"
"8086-OVPWV",True,"No","Fiber optic","No","No","No","No","No","Yes"
"9430-FRQOC",True,"Yes","Fiber optic","No","No","Yes","Yes","No","No"
"3074-GQWYX",True,"Yes","Fiber optic","No","No","No","No","No","No"
"6845-RGTYS",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No"
"8861-HGGKB",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"7065-YUNRY",True,"No","DSL","No","No","No","No","No","No"
"7694-VLBWQ",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"4795-KTRTH",True,"Yes","Fiber optic","No","Yes","No","No","No","No"
"6481-OGDOO",True,"No","Fiber optic","Yes","Yes","No","No","No","Yes"
"3753-TSEMP",True,"No","Fiber optic","No","No","No","No","Yes","Yes"
"8305-VHZBZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9172-JITSM",True,"No","Fiber optic","No","No","No","No","Yes","Yes"
"6298-QDFNH",True,"Yes","Fiber optic","No","Yes","No","No","No","No"
"9961-JBNMK",True,"No","Fiber optic","No","No","Yes","No","Yes","Yes"
"6173-ITPWD",True,"Yes","Fiber optic","No","Yes","Yes","No","No","No"
"9734-UYXQI",True,"Yes","DSL","No","No","No","No","No","No"
"2189-UXTKY",True,"Yes","DSL","Yes","No","No","Yes","Yes","Yes"
"4958-GZWIY",True,"No","DSL","No","No","Yes","No","No","No"
"6356-ELRKD",True,"No","Fiber optic","Yes","No","No","No","Yes","Yes"
"8624-GIOUT",True,"Yes","DSL","Yes","Yes","No","No","No","No"
"6179-GJPSO",True,"No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
"3177-LASXD",True,"No","Fiber optic","No","No","No","No","No","No"
"4897-QSUYC",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1084-UQCHV",True,"No","Fiber optic","No","No","No","No","No","No"
"8290-YWKHZ",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"2955-BJZHG",True,"No","Fiber optic","No","No","No","No","Yes","No"
"3806-DXQOM",False,"No phone service","DSL","Yes","Yes","No","No","No","No"
"9300-RENDD",True,"No","Fiber optic","No","No","No","No","Yes","No"
"0761-AETCS",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2153-MREFK",True,"Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes"
"3106-ULWFW",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"0925-VYDLG",True,"Yes","Fiber optic","No","No","No","No","No","No"
"4349-GFQHK",True,"Yes","DSL","No","No","Yes","No","No","No"
"7802-EFKNY",False,"No phone service","DSL","No","No","No","No","No","No"
"8035-BUYVG",False,"No phone service","DSL","Yes","Yes","Yes","No","No","No"
"9787-XVQIU",True,"Yes","Fiber optic","No","No","No","No","No","No"
"8945-MUQUF",True,"Yes","Fiber optic","Yes","Yes","No","No","Yes","No"
"8051-HJRLT",True,"No","Fiber optic","No","No","No","No","No","No"
"3023-GFLBR",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"0524-IAVZO",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"2737-YNGYW",True,"No","Fiber optic","No","No","No","No","No","Yes"
"5159-YFPKQ",True,"No","Fiber optic","No","No","Yes","No","No","No"
"4021-RQSNY",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"9061-TIHDA",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"8699-ASUFO",True,"Yes","Fiber optic","No","No","No","No","No","No"
"7927-AUXBZ",True,"No","Fiber optic","No","No","No","Yes","Yes","No"
"4695-WJZUE",True,"Yes","Fiber optic","No","No","Yes","No","No","Yes"
"7619-ODSGN",True,"Yes","DSL","Yes","No","No","No","No","No"
"3988-RQIXO",True,"No","Fiber optic","No","No","No","No","Yes","Yes"
"2514-GINMM",True,"No","Fiber optic","No","No","No","No","Yes","No"
"5931-FLJJF",True,"No","Fiber optic","No","No","No","No","No","No"
"2659-VXMWZ",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"3207-OYBWH",True,"Yes","Fiber optic","No","Yes","Yes","No","No","Yes"
"4285-GYRQC",True,"No","Fiber optic","No","No","Yes","No","Yes","No"
"7216-EWTRS",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"8337-MSSXB",True,"No","Fiber optic","No","Yes","No","No","No","Yes"
"8182-BJDSI",True,"Yes","Fiber optic","No","Yes","No","No","No","Yes"
"2528-HFYZX",True,"No","Fiber optic","No","Yes","No","No","No","No"
"2482-CZGBB",True,"No","Fiber optic","No","No","No","No","No","No"
"0866-QLSIR",True,"Yes","DSL","Yes","Yes","No","Yes","No","No"
"7181-BQYBV",True,"Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes"
"6204-IEUXJ",True,"No","Fiber optic","No","No","Yes","Yes","No","No"
"4529-CKBCL",True,"No","Fiber optic","No","No","No","No","Yes","No"
"2506-CLAKW",True,"No","Fiber optic","Yes","Yes","Yes","Yes","No","Yes"
"1583-IHQZE",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"0151-ONTOV",True,"No","Fiber optic","No","No","No","No","No","No"
"4140-MUHUG",True,"No","Fiber optic","No","No","Yes","No","Yes","No"
"0320-JDNQG",True,"No","Fiber optic","Yes","No","No","Yes","Yes","Yes"
"7180-PISOG",True,"Yes","Fiber optic","No","No","No","No","No","No"
"3571-RFHAR",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"9578-VRMNM",True,"Yes","DSL","No","No","Yes","No","No","Yes"
"1587-FKLZB",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"6140-QNRQQ",True,"No","Fiber optic","No","No","No","No","No","No"
"4307-KTUMW",True,"Yes","Fiber optic","Yes","No","Yes","No","No","Yes"
"5440-FLBQG",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"7470-MCQTK",False,"No phone service","DSL","No","No","Yes","No","Yes","Yes"
"7488-MXJIV",True,"Yes","Fiber optic","No","No","No","No","Yes","No"
"2027-FECZV",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
